repetition,tolerance,buffer_capacity_1,buffer_capacity_2,lambda_1_1,lambda_1_2,lambda_2,mu_1,mu_2,num_of_servers_1,num_of_servers_2,system_capacity_1,system_capacity_2,threshold_1,threshold_2,time_taken
120,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.954302072525024
121,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.948988914489746
122,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.943235635757446
123,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.96035099029541
124,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.939791679382324
125,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.939170598983765
126,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.942943811416626
127,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.965823650360107
128,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.939122200012207
129,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.95055627822876
130,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.958993911743164
131,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.94514274597168
132,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.953891277313232
133,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.95789909362793
134,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.951279640197754
135,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.961816310882568
136,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9389872550964355
137,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.957671880722046
138,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9474570751190186
139,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.951145887374878
140,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.949711561203003
141,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.990907430648804
142,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.940696716308594
143,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.944875001907349
144,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.955786228179932
145,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.942354679107666
146,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.948131799697876
147,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.952055931091309
148,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.946831703186035
149,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.943157434463501
150,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.958928108215332
151,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.954690933227539
152,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.962003946304321
153,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.967752933502197
154,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.942739009857178
155,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.955627679824829
156,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.955656290054321
157,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.952124357223511
158,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9564337730407715
159,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.960609436035156
160,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.952754020690918
161,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9429991245269775
162,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.958579778671265
163,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.954210996627808
164,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9472815990448
165,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.966902732849121
166,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.949940204620361
167,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.964682579040527
168,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.965886831283569
169,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.911778450012207
170,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.963505506515503
171,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.941061735153198
172,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.946246862411499
173,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.951400518417358
174,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.945601224899292
175,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.938782691955566
176,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.945106029510498
177,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9376771450042725
178,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.937607049942017
179,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.952057361602783
180,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9594080448150635
181,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,7.08738374710083
182,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,7.135393142700195
183,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,7.102061748504639
184,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,7.050491571426392
185,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.967043161392212
186,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.972498416900635
187,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.969338655471802
188,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.967963933944702
189,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.970851182937622
190,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.958192348480225
191,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.964275598526001
192,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.964008331298828
193,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.977261304855347
194,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.963025331497192
195,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,7.014009952545166
196,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.94691801071167
197,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,7.020473003387451
198,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,7.004596948623657
199,1e-09,10,10,2,2,5,3,2,3,4,7,15,7,10,6.974985361099243
0,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,7.477973222732544
1,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.956658124923706
2,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9308319091796875
3,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9456787109375
4,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.951582670211792
5,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9450623989105225
6,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.949892520904541
7,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.973996639251709
8,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.954729318618774
9,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9513068199157715
10,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.949429988861084
11,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.954617977142334
12,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.953815698623657
13,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.949145793914795
14,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.956083059310913
15,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.951751232147217
16,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.930469512939453
17,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.963482141494751
18,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.956226587295532
19,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.966871738433838
20,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.944408655166626
21,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.967027425765991
22,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.931851863861084
23,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9387171268463135
24,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.939223289489746
25,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.977104902267456
26,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.948493003845215
27,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,7.001521110534668
28,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.957265377044678
29,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.360107898712158
30,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,7.047852993011475
31,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.979219436645508
32,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.964580297470093
33,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.95667028427124
34,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.925860166549683
35,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.934027671813965
36,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.952157497406006
37,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.944068908691406
38,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,7.192120790481567
39,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9475417137146
40,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,8.323397397994995
41,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.938581228256226
42,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.937254905700684
43,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.938442707061768
44,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.924867868423462
45,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.935140132904053
46,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9346654415130615
47,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.947053670883179
48,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.919130086898804
49,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9512903690338135
50,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.934001207351685
51,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.938532590866089
52,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.95498514175415
53,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.958136320114136
54,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.952487468719482
55,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.955049991607666
56,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.947113037109375
57,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.944423198699951
58,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.953233003616333
59,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.957173109054565
60,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,7.1190879344940186
61,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.945479393005371
62,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.941965579986572
63,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9638895988464355
64,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.954801321029663
65,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.943798780441284
66,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.944165229797363
67,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.942425489425659
68,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.943704843521118
69,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.952210426330566
70,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.956207513809204
71,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9575700759887695
72,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.948145627975464
73,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.944889783859253
74,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.952190399169922
75,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.949362754821777
76,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.952814340591431
77,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.960415363311768
78,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.947511196136475
79,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.94377875328064
80,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.953083038330078
81,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.968847751617432
82,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.935318231582642
83,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.969610691070557
84,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.962351322174072
85,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9367594718933105
86,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.933475494384766
87,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.947328090667725
88,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.942620515823364
89,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.453561782836914
90,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.350040435791016
91,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.327310562133789
92,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.941217660903931
93,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9428277015686035
94,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9405295848846436
95,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.947566270828247
96,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.953738689422607
97,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.948834657669067
98,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.946652173995972
99,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.936350107192993
100,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9574360847473145
101,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.954127073287964
102,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.95827841758728
103,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9553492069244385
104,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.949663400650024
105,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.959596395492554
106,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.957339763641357
107,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.939897060394287
108,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.945775747299194
109,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.958727836608887
110,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.95742130279541
111,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.95011568069458
112,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.954232931137085
113,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.958517074584961
114,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.956559181213379
115,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.959417104721069
116,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.953726291656494
117,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.955426216125488
118,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.93440318107605
119,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.950721740722656
120,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.941668748855591
121,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.93843674659729
122,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.940112590789795
123,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.934092998504639
124,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.94465708732605
125,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.925027132034302
126,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.941359043121338
127,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.969672679901123
128,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.933156490325928
129,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.952719211578369
130,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.947788953781128
131,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.945669889450073
132,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.947854280471802
133,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.948508024215698
134,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9380042552948
135,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.934141635894775
136,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.956105470657349
137,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.952665328979492
138,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.951665163040161
139,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9365410804748535
140,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9410412311553955
141,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.945958375930786
142,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.944981098175049
143,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.936468124389648
144,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.942707777023315
145,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.941100597381592
146,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.935781240463257
147,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.949383974075317
148,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.940321683883667
149,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.92176365852356
150,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.934175252914429
151,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.95121693611145
152,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.938497066497803
153,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9559173583984375
154,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.944197416305542
155,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.95412802696228
156,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.931901216506958
157,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.944308042526245
158,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.941139221191406
159,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.940534353256226
160,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9423322677612305
161,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9442760944366455
162,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.957866907119751
163,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.932342529296875
164,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.954880475997925
165,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.934276342391968
166,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.936681032180786
167,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.953341722488403
168,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.941354990005493
169,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.95315146446228
170,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9347028732299805
171,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.962808132171631
172,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.957043409347534
173,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.957824945449829
174,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.940579891204834
175,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.951356649398804
176,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.947144985198975
177,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.937853097915649
178,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.935295343399048
179,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.951734781265259
180,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9524524211883545
181,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9575488567352295
182,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.946882009506226
183,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.935744762420654
184,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.937239170074463
185,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.939102649688721
186,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9404847621917725
187,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.951667070388794
188,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9462645053863525
189,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.951695203781128
190,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.930829763412476
191,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.933059215545654
192,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.935305118560791
193,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.939089775085449
194,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.933113098144531
195,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.947289228439331
196,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.955750942230225
197,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9558703899383545
198,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.923627614974976
199,1e-08,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9479241371154785
0,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,7.4662885665893555
1,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,7.007815837860107
2,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.943008184432983
3,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.936294794082642
4,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.949918985366821
5,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.955669403076172
6,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9516284465789795
7,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.965314149856567
8,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.944236993789673
9,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.944769620895386
10,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.952155113220215
11,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.968062400817871
12,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.959723472595215
13,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9489593505859375
14,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.948198318481445
15,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9284913539886475
16,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.942105054855347
17,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.940813302993774
18,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.928271293640137
19,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9491424560546875
20,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9379942417144775
21,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.925279378890991
22,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.943347692489624
23,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.944485902786255
24,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.935879945755005
25,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.949514627456665
26,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.946850538253784
27,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9352593421936035
28,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.939180135726929
29,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.949346542358398
30,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.924747705459595
31,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.953956604003906
32,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.935824394226074
33,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.945453643798828
34,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.936889171600342
35,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.950731039047241
36,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.933360815048218
37,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.93112587928772
38,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.87129020690918
39,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.841451644897461
40,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.923428058624268
41,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.935385227203369
42,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.937685251235962
43,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.946765899658203
44,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.943439960479736
45,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9453699588775635
46,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.961672782897949
47,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.9393696784973145
48,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.944834232330322
49,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.955460548400879
50,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.937452077865601
51,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.932506084442139
52,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.961015939712524
53,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.962884426116943
54,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.955061674118042
55,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.958323240280151
56,1e-07,10,10,2,2,5,3,2,3,4,7,15,7,10,6.95942234992981
