repetition,tolerance,buffer_capacity_1,buffer_capacity_2,lambda_1_1,lambda_1_2,lambda_2,mu_1,mu_2,num_of_servers_1,num_of_servers_2,system_capacity_1,system_capacity_2,threshold_1,threshold_2,time_taken
21,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.475550174713135
22,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.464841365814209
23,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.445199251174927
24,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.457529544830322
25,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.454553127288818
26,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.437122106552124
27,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.4771888256073
28,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.638329029083252
29,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.468208074569702
30,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.464936256408691
31,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.486982583999634
32,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.496304750442505
33,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.478368997573853
34,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.452984094619751
35,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.449622869491577
36,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.472935676574707
37,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.465724468231201
38,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.461795330047607
39,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.477688312530518
40,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.476182699203491
41,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.48951244354248
42,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.482834815979004
43,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.462251901626587
44,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.472426652908325
45,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.46291208267212
46,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.48189640045166
47,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.478726625442505
48,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.475557565689087
49,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.520952939987183
50,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.480448007583618
51,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.469848871231079
52,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.465034246444702
53,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.472625494003296
54,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.46864652633667
55,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.469244241714478
56,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.491929769515991
57,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.484979629516602
58,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.490196704864502
59,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.476022481918335
60,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.460081815719604
61,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.486945629119873
62,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.465445041656494
63,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.52073621749878
64,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.470399379730225
65,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.46303677558899
66,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.496983528137207
67,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.49178409576416
68,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.48239779472351
69,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.49192762374878
70,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.457341194152832
71,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.47118878364563
72,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,15.226413011550903
73,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.476152658462524
74,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.472230911254883
75,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.504845380783081
76,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.460867166519165
77,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.517944574356079
78,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.497568607330322
79,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.466482639312744
80,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.469786643981934
81,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.475517511367798
82,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.494675636291504
83,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.503969192504883
84,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.48562502861023
85,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.47913932800293
86,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.483719110488892
87,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.476346492767334
88,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.488545417785645
89,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.486106395721436
90,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.50018310546875
91,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.49479866027832
92,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.478614091873169
93,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.459265947341919
94,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.5042564868927
95,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.513915777206421
96,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.463945865631104
97,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.489102602005005
98,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.498336791992188
99,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.503922939300537
100,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.498210906982422
101,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.5149827003479
102,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.49693250656128
103,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.494792222976685
104,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.488696813583374
105,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.508538007736206
106,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.495712041854858
107,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.51109266281128
108,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.488420009613037
109,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.50116229057312
110,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.471303939819336
111,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.468107223510742
112,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.453940868377686
113,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.497305154800415
114,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.502103090286255
115,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.475865125656128
116,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.472698450088501
117,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,14.53739070892334
118,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.476831674575806
119,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.953046798706055
120,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.81905484199524
121,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.714514017105103
122,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.491870641708374
123,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.49547553062439
124,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.5002760887146
125,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.49410343170166
126,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.47663140296936
127,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.494864463806152
128,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.47188687324524
129,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.480779647827148
130,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.463955879211426
131,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,14.171099424362183
132,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.499139070510864
133,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.849533319473267
134,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,15.094618797302246
135,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.498294591903687
136,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.494913578033447
137,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.457740306854248
138,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.46058702468872
139,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.50252652168274
140,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.464709281921387
141,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.460449695587158
142,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.47826337814331
143,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.481837272644043
144,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.469088315963745
145,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.465147495269775
146,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.460183382034302
147,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.484498023986816
148,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.45303750038147
149,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.474568367004395
150,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.487089157104492
151,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.474391460418701
152,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.464153528213501
153,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.634242534637451
154,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.49666428565979
155,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.493614435195923
156,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.483415126800537
157,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.48957371711731
158,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.484402179718018
159,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.458166122436523
160,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.457397222518921
161,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.465534210205078
162,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.487138509750366
163,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.517216205596924
164,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.469145774841309
165,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.470799207687378
166,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.48283338546753
167,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.452646970748901
168,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.460351467132568
169,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.448638439178467
170,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.448752403259277
171,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.47273325920105
172,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.466217756271362
173,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.464346647262573
174,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.452884674072266
175,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.488221168518066
176,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.460825681686401
177,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.479382991790771
178,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.49379277229309
179,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.447569131851196
180,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.471676349639893
181,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.459137439727783
182,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.451900959014893
183,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.482203483581543
184,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.45461368560791
185,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.489934206008911
186,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.621455430984497
187,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.507815837860107
188,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.493313550949097
189,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.689440488815308
190,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.524194240570068
191,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.482226371765137
192,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.466945171356201
193,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.475950956344604
194,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.475357055664062
195,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.470787525177002
196,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.464382886886597
197,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.47878360748291
198,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.586836814880371
199,1e-05,10,10,2,2,5,3,2,3,4,13,15,7,10,13.679170608520508
0,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,14.544109344482422
1,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.422670602798462
2,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.466447114944458
3,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.436169624328613
4,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.451089859008789
5,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.468975067138672
6,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.459357023239136
7,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.485809803009033
8,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.479217290878296
9,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.452624797821045
10,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.477720975875854
11,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.479706287384033
12,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.46443247795105
13,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.468056917190552
14,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,14.098079681396484
15,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.687996864318848
16,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.479155540466309
17,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.476156234741211
18,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.454702377319336
19,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.470001220703125
20,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.471642017364502
21,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.45502257347107
22,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.464213848114014
23,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.453311920166016
24,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.473781108856201
25,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.476635456085205
26,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.667029619216919
27,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.690022706985474
28,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.793394088745117
29,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.457191944122314
30,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.501195430755615
31,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.488887310028076
32,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.479091167449951
33,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.476496458053589
34,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.47102403640747
35,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.566743612289429
36,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.47043251991272
37,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.501623630523682
38,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.509998798370361
39,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.47549843788147
40,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.466984272003174
41,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.479916334152222
42,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.485600471496582
43,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.430431365966797
44,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.471006155014038
45,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.44952940940857
46,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.481143951416016
47,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.457843780517578
48,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.450567483901978
49,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.455514192581177
50,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.485785007476807
51,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.450531721115112
52,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.449682712554932
53,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.44043517112732
54,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.441582441329956
55,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.446101188659668
56,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.446652173995972
57,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.444976806640625
58,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.448261022567749
59,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.432471990585327
60,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.444863319396973
61,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.461671113967896
62,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.461926221847534
63,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.43796682357788
64,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.47346305847168
65,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.417785882949829
66,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.457246541976929
67,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.44701886177063
68,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.469729661941528
69,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.442949295043945
70,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.475346803665161
71,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.437361478805542
72,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.455106496810913
73,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.427412033081055
74,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.453222751617432
75,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.454981088638306
76,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.450949668884277
77,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.408827543258667
78,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.433808088302612
79,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.449149370193481
80,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.466307640075684
81,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.458267450332642
82,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.521468162536621
83,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.50565791130066
84,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.533116817474365
85,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.473673820495605
86,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.455506563186646
87,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.417668581008911
88,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.445472717285156
89,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.44288420677185
90,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.454137563705444
91,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.4533212184906
92,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.45992922782898
93,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.446203470230103
94,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.472785472869873
95,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.444617986679077
96,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.464108943939209
97,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.453734159469604
98,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.461183309555054
99,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.456263303756714
100,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.45810317993164
101,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.464254379272461
102,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.46401572227478
103,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.451988697052002
104,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.463732957839966
105,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.459129333496094
106,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.47680926322937
107,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.48078727722168
108,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.480978727340698
109,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.452246904373169
110,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.608169555664062
111,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.468768835067749
112,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.486058473587036
113,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.483185768127441
114,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.4692063331604
115,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.436677694320679
116,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.490467548370361
117,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.455996990203857
118,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.465821743011475
119,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.453819274902344
120,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.439379692077637
121,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.445115804672241
122,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.473708152770996
123,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.474052667617798
124,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.460834264755249
125,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.440180778503418
126,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.445922374725342
127,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.47087812423706
128,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,14.019867181777954
129,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.688628196716309
130,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.914931774139404
131,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.476195335388184
132,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.466206312179565
133,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.450473546981812
134,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.492239236831665
135,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.50100326538086
136,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.485121011734009
137,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.493438482284546
138,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.483389616012573
139,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.465263366699219
140,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.472426652908325
141,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.45003056526184
142,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.49086594581604
143,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.45030927658081
144,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.500972509384155
145,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.48570966720581
146,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.493802547454834
147,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.481367826461792
148,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.505112171173096
149,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.500159502029419
150,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.484229803085327
151,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.482299566268921
152,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.46251893043518
153,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.438344717025757
154,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.487200736999512
155,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,14.028629541397095
156,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.457862138748169
157,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.477197647094727
158,0.0001,10,10,2,2,5,3,2,3,4,13,15,7,10,13.479413270950317
